BirthYear,EducDeg,MonthSal,GeoLivArea,Children,ClaimsRate,PremMotor,PremHousehold,PremHealth,PremLife,PremWork,TotalPrem,PC0,PC1,PC2,PC3,PC4
0.5172413793103449,-1.0,-0.22087067861715748,-0.6666666666666666,0.0,-0.559322033898305,0.34657553617723313,-0.22229312912146348,-0.15473743225565292,0.48438855160450994,-0.1901799600088869,-0.16115719532829806,-0.5480934941605214,-0.07240807306036447,-0.7369141650338106,-0.3634192498899696,0.4616624955159576
0.9655172413793104,-1.0,-1.181177976952625,0.3333333333333333,0.0,0.6779661016949156,-1.0599292953099222,1.2103807700489257,-0.4319753317136983,2.1795316565481353,1.7924905576538546,1.1047831290495653,2.1338991917328705,-2.0554645815220933,-1.1812982394675435,-0.12483137619652249,-0.6991579535251832
0.10344827586206896,-2.0,-0.15685019206145967,0.0,-1.0,-0.7457627118644067,-0.45333019090266324,0.3948096149755372,-0.3582507942440664,1.3373807458803122,1.63452566096423,0.2259502290454382,0.849693018113469,-1.692892092197277,0.020240813530981124,-1.3400872842533913,-0.25846075464606766
0.4827586206896552,0.0,-0.91101152368758,0.3333333333333333,0.0,0.45762711864406785,-0.5649021918453925,-0.375877472878111,1.385255092506074,0.23135299219427585,0.06420795378804711,-0.4958524204531384,-0.7227552448301932,-0.7347344406092529,-0.3536471338829874,1.731522930601621,0.6094363252376125
0.20689655172413793,0.0,-0.4859154929577465,0.3333333333333333,0.0,0.30508474576271194,0.1710864954041951,-0.35694533078068497,0.1837974210427959,-0.12771032090199483,0.3554765607642747,-0.3485204902810449,-0.8834690400173416,0.03259128940086437,-0.4825551929608955,0.5861145970210871,-0.03239156966904947
-0.3793103448275862,-1.0,0.028169014084507043,0.3333333333333333,0.0,0.47457627118644075,0.6524911619137402,-0.4798978940650925,-0.4496355821341805,-0.38313096270598446,-0.39502332814930013,-0.5554867731418439,-1.3439361591978043,0.5236497002678504,-0.1912680595726053,-0.6785515578367608,0.805749753349722
-0.8275862068965517,-1.0,1.0121638924455827,0.3333333333333333,-1.0,0.5593220338983053,-0.6853829837379214,0.6972984471389068,1.4486077368716128,-0.21682567215958373,0.01977338369251279,0.5915975403408864,0.44141062662216046,-0.17969937200621416,1.9870149466728992,0.4795683499280971,0.9684914576337634
0.2413793103448276,-1.0,-0.49871959026888607,0.3333333333333333,0.0,0.6949152542372881,-0.25479142116427056,1.129972346309296,-0.1734255279387028,0.9108846487424113,0.6171961786269717,1.0990054062977197,1.3481554814165682,-0.5541918484514076,-0.46403327519466875,-0.22229261135880526,0.10540886731197195
0.3793103448275862,0.0,-0.4225352112676056,-0.6666666666666666,0.0,-0.6101694915254238,0.19884987037473476,-0.4822378217400553,0.44029153429265566,-0.3445359930615786,-0.34570095534325707,-0.5428480046221787,-1.2640802751282898,0.3475463737484974,-0.561256995760246,0.7671935055876451,0.22832645212026448
-0.6551724137931034,0.0,0.8450704225352113,-0.6666666666666666,-1.0,0.6779661016949156,-0.4386707518265379,0.21506062539885137,1.01868809568305,0.3156981786643538,0.6591868473672517,0.3146795427345145,0.050290635231375155,-0.2478132863766435,1.6522919133167866,0.7168172009067267,-0.13044346641414772
-0.7586206896551724,0.0,0.9430217669654289,0.3333333333333333,-1.0,-0.32203389830508466,-0.027452274334197557,-0.0638162093171665,0.6054008596524016,-0.13009540329575023,-0.32348367029548986,-0.13582807147868464,-0.8399719376543102,0.545409058981119,1.455540384380221,0.3120041125697291,0.05053456614493435
-0.3103448275862069,0.0,0.1997439180537772,0.0,0.0,-0.44067796610169485,-0.24904077303794486,0.3616251861306105,0.835918519902822,0.2530355594102342,0.2221728504776717,0.48264619702034656,0.1384024607372599,0.1010607739779237,0.5248203062087989,0.7113048368296688,-0.12284453163566698
-0.6206896551724138,0.0,0.7906530089628682,-0.6666666666666666,-1.0,0.42372881355932207,-0.45384869196323363,0.8864071474154437,0.8795552233227437,0.40004336513443184,-0.21484114641190846,0.8524204531385429,0.566843532326889,0.2508058438735456,1.5540013784862377,0.6970760665735275,0.08540574003004477
0.27586206896551724,-1.0,-0.34635083226632524,-0.6666666666666666,0.0,0.6779661016949156,0.9526561395239217,-0.8581152946181664,-0.8421790319566435,-0.2987857762359064,-0.1901799600088869,-0.8346745904007268,-1.6567154200737613,0.38181285942123344,-0.9907145258188889,-0.7523321065789405,0.698124740625224
0.41379310344827586,0.0,-0.9910371318822023,0.3333333333333333,0.0,-0.32203389830508466,0.07417393353759127,-0.16081684747925967,0.7902261259577651,-0.5999566348655682,-0.12841590757609414,-0.10668152366802838,-0.6997197586922241,0.28173751688208415,-0.7469688846982976,1.2136842676230495,0.3588577910016314
0.7586206896551724,-1.0,-0.05441741357234315,-0.6666666666666666,0.0,0.28813559322033905,-0.8603535234503888,2.1477345245692407,0.056064287049149696,2.1795316565481353,0.26171961786269715,2.0742024679130053,2.8338073139944324,-0.9346714479193722,-0.2589520197304444,-0.05921117734726853,-0.050814462804207254
